game_id,title,franchise,developer,publisher,developer_size,development_years,budget_million_usd,release_date,release_year,genre,age_rating,game_engine,launch_price_usd,current_price_usd,metacritic_score,user_score,steam_rating_percent,copies_sold_million,estimated_revenue_million,peak_players,main_story_hours,completionist_hours,game_size_gb,minimum_ram_gb,recommended_ram_gb,vr_support,ray_tracing,goty_award,award_count,nomination_count,commercial_success
17672,Civilization 8,Civilization,Cohen-White,Mckinney Inc,AAA,1.5,96.96,2015-06-08,2015,Horror,M,Unreal Engine 4,59.99,41.26,85,8.5,86,30.8,2244.88,4799232,6.3,15.9,97.7,8,8,0,0,0,1,3,Blockbuster
17673,Grand Theft Auto 3,Grand Theft Auto,Chaney Group,Esparza Group,Indie,3.6,4.32,2005-06-22,2005,Sports,E,RE Engine,9.99,4.99,89,8.9,84,4.51,71.93,782715,2.1,9.3,36.1,8,8,0,0,0,2,10,Average
17674,Halo 13,Halo,Terry-Schneider,Ward-Arroyo,Indie,1.6,4.5,2016-09-23,2016,Simulation,T,Frostbite,19.99,4.99,73,7.5,73,1.47,42.69,177835,9.6,51.8,57.0,8,8,0,0,0,0,3,Average
17675,Cyberpunk 15,Cyberpunk,"Shaffer, Mcmahon and Schmidt","Stewart, Quinn and Villegas",AA,2.2,22.41,2007-05-05,2007,Adventure,E,Frostbite,29.99,5.59,88,9.1,91,11.92,418.43,1277597,11.6,43.4,57.4,8,8,0,0,0,2,5,Hit
17676,Final Fantasy 3,Final Fantasy,Brooks Ltd,"Johnson, Mcdonald and Rodriguez",AA,2.6,18.09,2005-10-06,2005,Sandbox,E10+,Godot,49.99,24.19,82,8.0,86,8.96,559.42,1550491,21.8,181.1,44.8,8,8,0,0,0,0,10,Hit
17677,Civilization 3,Civilization,Rowland-Rosario,Jones Group,Indie,2.3,0.43,2020-06-17,2020,RPG,E10+,Frostbite,24.99,4.99,80,7.8,80,3.06,136.84,558284,33.3,136.3,55.5,8,8,0,0,0,0,6,Average
17678,Assassin's Creed 16,Assassin's Creed,Wilson and Sons,Owen Ltd,AAA,1.6,172.69,2010-06-02,2010,Sports,T,Decima,59.99,54.82,91,9.2,90,38.61,2511.71,8338028,2.1,7.6,94.4,8,8,0,0,0,3,12,Blockbuster
17679,Forza 19,Forza,Melendez PLC,Colon Group,Indie,3.5,0.5,2024-11-16,2024,Action,E,Anvil,14.99,4.99,90,8.7,84,3.51,112.09,722296,10.1,40.7,65.9,8,16,1,0,0,2,12,Average
17680,Diablo 5,Diablo,Sheppard and Sons,Ross Group,AAA,1.0,299.65,1998-10-10,1998,Adventure,E,RAGE,59.99,52.02,66,6.9,60,14.62,942.12,2235010,9.4,36.8,71.9,4,8,0,0,0,0,0,Hit
17681,Final Fantasy 9,Final Fantasy,Ellison Inc,Williams-Wilson,AAA,1.7,53.8,2007-09-17,2007,Sandbox,T,RE Engine,59.99,56.2,82,8.3,77,34.75,2315.64,4341486,23.4,226.8,83.8,8,8,0,0,0,0,10,Blockbuster
17682,Forza 15,Forza,Johnson-Moore,Thomas LLC,Indie,3.8,0.73,1991-05-17,1991,Adventure,T,Creation Engine,24.99,4.99,66,6.4,64,1.94,56.14,394843,10.7,43.5,9.3,4,8,0,0,0,0,1,Average
17683,Stardew Valley 13,Stardew Valley,Williams-Castillo,Baker-Larson,AAA,1.5,308.94,2008-02-06,2008,Sports,M,Unreal Engine 4,59.99,55.08,72,7.2,73,24.14,1879.51,5230416,1.8,9.5,87.0,8,8,0,0,0,0,7,Blockbuster
17684,The Witcher 11,The Witcher,Shannon-Estrada,Cruz-Alexander,Indie,3.7,1.56,2022-11-02,2022,Simulation,E10+,RAGE,9.99,4.99,95,9.1,97,5.3,149.46,1049516,11.9,49.1,59.1,8,16,0,0,0,4,11,Hit
17685,Civilization 2,Civilization,Johnson-Smith,Morrow-Smith,Indie,1.6,3.27,2001-04-25,2001,Adventure,E,Godot,19.99,16.45,74,7.8,76,1.59,41.67,211229,10.4,38.9,21.5,4,8,0,0,0,0,8,Average
17686,Civilization 16,Civilization,Shea Group,Reid LLC,Indie,1.5,3.09,1998-09-03,1998,Racing,T,Godot,14.99,7.31,65,6.1,68,0.98,31.99,206342,4.3,11.8,18.9,4,8,0,0,0,0,0,Flop
17687,Hades 18,Hades,Freeman-Williams,"Davenport, Smith and Francis",AAA,4.8,55.88,1996-08-31,1996,Adventure,E10+,Creation Engine,59.99,49.72,78,7.8,79,30.02,2070.17,5202201,8.9,43.2,70.9,4,8,0,0,0,0,10,Blockbuster
17688,The Witcher 18,The Witcher,Hughes Group,"Hayes, Turner and Ramos",AAA,5.0,56.77,1999-05-24,1999,Strategy,E,RE Engine,59.99,39.01,80,7.9,77,41.21,2687.6,8835591,20.8,82.5,75.4,4,8,0,0,0,0,10,Legendary
17689,Civilization 6,Civilization,Castro-Miller,Martinez Ltd,AAA,3.1,109.21,2022-08-13,2022,Action,T,Creation Engine,59.99,38.04,86,8.8,88,52.48,3905.26,8088703,11.2,32.5,119.1,16,16,0,1,0,1,6,Legendary
17690,Elden Ring 12,Elden Ring,"Ross, Medina and Hudson","Bowers, Kelly and Padilla",AA,2.2,35.33,2026-06-24,2026,RPG,E,Unity,49.99,31.89,86,8.5,81,10.19,627.41,2209995,41.2,161.7,83.3,16,16,0,0,0,1,4,Hit
17691,Halo 10,Halo,Allen and Sons,Burns LLC,Indie,1.7,2.53,2025-05-15,2025,FPS,E10+,RAGE,19.99,4.99,83,8.7,87,2.39,73.46,309244,5.2,19.5,63.6,8,16,0,0,0,0,2,Average
17692,Stardew Valley 10,Stardew Valley,"Perez, Herring and Edwards",Brewer Ltd,AAA,3.2,255.18,1993-02-04,1993,Strategy,M,Decima,59.99,52.88,82,8.0,76,31.76,2207.9,4986696,17.5,79.3,67.8,4,8,0,0,0,0,9,Blockbuster
17693,Assassin's Creed 17,Assassin's Creed,Martin Group,Ferguson Ltd,Indie,3.9,4.15,2004-01-15,2004,Sandbox,T,Decima,9.99,4.99,71,7.4,67,2.01,27.06,370968,16.0,189.0,29.2,4,8,0,0,0,0,2,Average
17694,Forza 4,Forza,Stanton-Sparks,Craig Ltd,Indie,1.9,0.74,2008-02-06,2008,Adventure,E,Godot,19.99,4.99,81,8.2,85,1.96,65.25,369011,8.2,45.5,40.8,8,8,0,0,0,0,5,Average
17695,Resident Evil 19,Resident Evil,"Norton, Reeves and Clark",Price-Parks,AAA,2.1,217.56,2000-10-07,2000,Adventure,E,Unreal Engine 5,59.99,48.44,79,7.7,73,25.44,1997.86,5009666,11.7,45.9,76.7,4,8,0,0,0,0,0,Blockbuster
17696,Forza 8,Forza,"Griffin, Nelson and Miller",Olson-Newman,Indie,3.3,2.54,2009-04-23,2009,Racing,T,Unreal Engine 5,19.99,4.99,76,7.6,77,2.52,91.13,342080,4.5,12.5,36.0,8,8,0,0,0,0,5,Average
17697,The Witcher 7,The Witcher,Turner-Jones,"Johnson, Thomas and Pratt",Indie,2.1,4.72,2021-02-21,2021,Sports,E10+,RE Engine,19.99,4.99,83,8.6,79,2.87,95.08,319478,1.9,8.5,60.1,8,16,0,0,0,0,8,Average
17698,Cyberpunk 13,Cyberpunk,Miller Inc,Rodriguez-Figueroa,AAA,4.1,73.96,2013-02-17,2013,Sports,T,Decima,59.99,48.29,88,9.0,83,32.28,2106.67,4311809,1.9,9.3,100.0,8,8,0,0,0,2,2,Blockbuster
17699,Stardew Valley 17,Stardew Valley,Hill-Allen,Wright-Sandoval,Indie,2.6,4.21,2018-02-09,2018,Sports,T,Frostbite,19.99,4.99,72,7.1,73,1.49,57.39,315414,2.3,7.2,54.5,8,8,0,0,0,0,3,Average
17700,Stardew Valley 5,Stardew Valley,Martinez-Vance,Roy Ltd,AAA,6.0,272.17,2013-05-12,2013,Sports,E10+,Decima,59.99,53.27,82,8.1,84,39.34,2984.68,7018767,1.6,9.0,101.9,8,8,0,0,0,0,10,Blockbuster
17701,Halo 11,Halo,"Mueller, Perkins and White",Schneider Inc,Indie,3.3,2.59,2024-06-10,2024,Sports,M,Creation Engine,19.99,4.99,92,9.1,90,4.44,157.48,983026,2.0,9.0,68.6,8,16,0,0,0,3,5,Average
17702,Civilization 19,Civilization,Reynolds LLC,Lamb-Maynard,AAA,1.4,47.89,2022-10-13,2022,Action,T,Decima,59.99,37.5,93,9.2,94,49.95,3706.08,10070337,11.0,38.4,117.7,16,16,0,1,0,3,11,Legendary
17703,Grand Theft Auto 8,Grand Theft Auto,Wright-Ramirez,"Hodge, Hinton and Smith",AA,2.8,28.07,2024-10-01,2024,Horror,E,Godot,29.99,12.18,79,8.1,74,8.45,298.41,911914,6.5,14.3,83.2,16,16,0,0,0,0,5,Hit
17704,Final Fantasy 17,Final Fantasy,"Lucas, Raymond and Dennis",Hart Ltd,Indie,1.5,2.65,2006-10-28,2006,Strategy,T,RAGE,24.99,9.34,69,7.0,65,1.27,57.11,256217,18.5,77.6,32.2,8,8,0,0,0,0,6,Average
17705,Final Fantasy 10,Final Fantasy,"Chapman, Hall and Johnson",Roberts-Larson,AAA,4.6,73.25,2016-10-27,2016,RPG,T,Godot,59.99,40.63,91,8.9,94,33.31,2645.75,4257866,33.9,133.9,101.5,16,16,0,0,0,3,9,Blockbuster
17706,Diablo 5,Diablo,"Stephens, Gordon and Thornton",Cruz-Collins,AA,2.3,15.32,2013-11-02,2013,Racing,E,Unreal Engine 5,39.99,11.61,72,7.5,76,4.32,229.47,460487,4.6,14.4,58.6,8,8,0,0,0,0,7,Average
17707,Call of Duty 12,Call of Duty,"Gonzalez, Roberts and Gray",Smith PLC,Indie,3.2,1.61,2023-10-28,2023,Adventure,M,Anvil,24.99,4.99,79,8.1,78,2.77,83.43,392076,8.3,44.9,63.8,8,16,0,0,0,0,10,Average
17708,Grand Theft Auto 12,Grand Theft Auto,Heath-Maldonado,Hunter and Sons,AAA,5.8,96.97,1992-04-26,1992,Horror,M,Frostbite,59.99,41.21,74,7.5,73,24.16,1852.93,3189770,6.4,17.6,59.2,4,8,0,0,0,0,10,Blockbuster
17709,Battlefield 8,Battlefield,"Key, Williams and Hunt","Mcintosh, Morales and Kramer",Indie,2.3,3.77,1999-10-16,1999,Sandbox,E10+,Frostbite,19.99,9.03,71,7.0,70,2.45,72.96,352964,20.7,188.1,24.8,4,8,0,0,0,0,7,Average
17710,Hades 7,Hades,Arroyo and Sons,Henry Inc,Indie,2.0,3.09,1995-10-28,1995,RPG,E10+,Unity,19.99,5.72,58,5.7,61,1.12,35.25,170834,33.6,141.5,9.7,4,8,0,0,0,0,5,Average
17711,Stardew Valley 12,Stardew Valley,Jackson PLC,Mason-Taylor,AA,2.9,16.6,2006-05-31,2006,Sandbox,T,Decima,29.99,25.49,73,7.7,70,6.77,239.64,828012,23.2,182.6,53.1,8,8,0,0,0,0,2,Hit
17712,Terraria 17,Terraria,Gibson PLC,Wilson Ltd,AAA,4.0,315.71,2014-10-20,2014,Adventure,E,Godot,59.99,49.8,78,7.9,74,29.65,1880.43,3395612,8.9,38.7,96.8,8,8,0,0,0,0,4,Blockbuster
17713,Final Fantasy 9,Final Fantasy,Lee-King,Keller-Green,AAA,1.6,344.85,2013-09-23,2013,Sandbox,M,Unity,59.99,32.71,85,8.2,82,29.54,2084.97,4503376,24.0,226.7,96.5,8,8,0,0,0,1,9,Blockbuster
17714,Need for Speed 20,Need for Speed,"Warren, Smith and Browning",Higgins-Jones,AA,3.2,14.06,2015-04-25,2015,Sandbox,T,RAGE,29.99,29.81,85,8.8,83,6.78,253.76,726494,21.2,187.9,67.6,8,8,0,0,0,1,1,Hit
17715,Minecraft 8,Minecraft,Ward LLC,Rodriguez-Williamson,Indie,3.4,0.56,2016-08-25,2016,Simulation,T,Frostbite,9.99,5.55,88,8.8,83,2.48,51.21,391371,10.0,46.4,51.8,8,8,0,0,0,2,4,Average
17716,Halo 17,Halo,"Johnson, Price and Shelton",Fisher Ltd,AAA,5.9,127.35,2000-11-11,2000,Strategy,T,Unreal Engine 4,59.99,33.92,82,7.9,78,34.45,2507.23,5837030,18.2,70.2,76.3,4,8,0,0,0,0,4,Blockbuster
17717,Halo 9,Halo,"Potter, Brown and Owens","Anderson, Holmes and Chavez",Indie,3.1,3.99,2010-02-24,2010,Sports,E,RE Engine,24.99,6.94,72,7.2,75,2.04,81.42,279587,2.0,8.5,46.8,8,8,0,0,0,0,1,Average
17718,Minecraft 19,Minecraft,"Hernandez, Long and Moore",Avery-Stevens,AAA,3.9,99.18,2024-06-14,2024,Action,E,Unreal Engine 5,69.99,56.07,91,9.3,88,52.19,3828.85,9219295,11.9,34.0,118.4,16,16,1,1,0,3,6,Legendary
17719,Diablo 18,Diablo,Patrick-Grant,Molina-Shepherd,AAA,1.3,89.4,2022-10-31,2022,Adventure,E10+,RE Engine,59.99,37.67,92,9.5,93,63.87,4435.5,8835261,10.4,45.0,116.6,16,16,0,1,0,3,6,Legendary
17720,Civilization 11,Civilization,Rivera Group,"Johnson, Gonzalez and Zimmerman",AA,3.4,21.07,2014-05-14,2014,Sandbox,T,Unreal Engine 4,39.99,29.48,76,7.5,80,4.94,256.11,1056446,23.8,190.1,61.6,8,8,0,0,0,0,8,Average
17721,Final Fantasy 16,Final Fantasy,Waller-Mckenzie,Wilson Ltd,AAA,5.3,77.63,1995-09-30,1995,Horror,T,Frostbite,59.99,44.42,74,7.2,71,23.17,1528.53,3698830,5.0,14.1,71.2,4,8,0,0,0,0,9,Blockbuster
17722,Halo 10,Halo,"Rivera, Brown and Stanton",Edwards PLC,AA,2.3,21.36,2016-11-05,2016,Horror,M,Frostbite,29.99,10.18,92,9.4,95,14.45,466.89,2953776,6.7,15.6,69.6,16,16,0,0,0,3,7,Hit
17723,Elden Ring 15,Elden Ring,Smith PLC,Moore-Fernandez,AAA,1.2,44.96,1990-12-22,1990,Strategy,E,RAGE,59.99,32.81,88,9.1,92,55.45,3616.17,11351594,18.4,77.7,56.3,4,8,0,0,0,2,6,Legendary
17724,Resident Evil 8,Resident Evil,Flores-Burke,Nelson and Sons,AAA,3.3,333.0,1997-11-09,1997,Sports,M,Unity,59.99,43.73,77,7.9,74,32.7,2480.37,3734189,1.7,7.9,74.8,4,8,0,0,0,0,1,Blockbuster
17725,The Witcher 4,The Witcher,Keller-Hanna,"Baker, Phillips and Baker",AAA,3.0,178.08,2015-04-19,2015,Horror,E,RE Engine,59.99,36.96,76,7.6,78,25.03,1698.7,5163747,6.5,15.0,98.4,8,8,0,0,0,0,9,Blockbuster
17726,Minecraft 5,Minecraft,"Romero, Moses and Miles",Richardson-Greene,AAA,1.1,125.03,1998-06-30,1998,Simulation,E,Unity,59.99,53.28,83,8.6,78,27.15,2077.45,5810156,11.9,53.4,72.8,4,8,0,0,0,0,2,Blockbuster
17727,Minecraft 9,Minecraft,"Bernard, Stewart and Jenkins",Hansen PLC,Indie,2.6,0.71,2023-07-04,2023,Adventure,T,Godot,9.99,4.99,99,9.9,97,5.55,102.45,939540,8.6,36.9,69.6,8,16,0,0,0,5,5,Hit
17728,Call of Duty 13,Call of Duty,"Johnson, Grant and Gallegos",Wheeler-Donovan,Indie,2.0,4.8,2000-12-24,2000,Horror,E,RAGE,14.99,9.56,70,6.7,68,1.65,42.21,241635,6.0,16.3,23.3,4,8,0,0,0,0,0,Average
17729,Assassin's Creed 19,Assassin's Creed,"Williams, Obrien and Morales",Reynolds-Jefferson,AAA,4.6,128.37,2004-07-24,2004,Simulation,M,Unreal Engine 4,59.99,54.39,77,7.8,71,22.32,1454.59,2896123,10.8,45.9,77.7,4,8,0,0,0,0,9,Blockbuster
17730,Terraria 16,Terraria,"Holloway, Ferguson and Anderson",Salazar PLC,Indie,2.0,4.21,1993-06-08,1993,Racing,E10+,Godot,9.99,4.99,69,7.3,73,2.2,64.14,368247,4.5,12.7,7.9,4,8,0,0,0,0,9,Average
17731,The Witcher 19,The Witcher,Evans-Fisher,Turner Ltd,Indie,1.9,0.2,2002-11-26,2002,RPG,T,Decima,14.99,4.99,67,6.4,68,1.66,48.11,321904,41.7,139.7,30.7,4,8,0,0,0,0,4,Average
17732,Elden Ring 14,Elden Ring,Stanley and Sons,"Lozano, Henderson and Bass",AAA,5.8,65.14,2019-12-07,2019,Strategy,M,RAGE,59.99,52.34,90,9.3,85,47.47,3360.33,9455638,16.2,65.2,108.8,16,16,0,0,0,2,8,Legendary
17733,The Witcher 2,The Witcher,"Arnold, Sparks and Rich",Cooper LLC,Indie,2.9,3.97,1991-06-30,1991,Sports,M,Unity,24.99,20.01,56,5.6,55,0.91,34.9,188476,1.6,9.5,2.6,4,8,0,0,0,0,5,Flop
17734,Far Cry 8,Far Cry,Anderson Ltd,Carter-Harris,Indie,2.2,1.59,2010-06-29,2010,FPS,E10+,Unreal Engine 4,24.99,5.52,73,7.2,74,1.47,56.11,286629,6.9,18.6,38.4,8,8,0,0,0,0,1,Average
17735,Hades 7,Hades,"Roberts, Booth and Wyatt","Nichols, Johnson and Cain",AAA,5.1,311.61,1990-05-28,1990,Sports,M,Decima,59.99,34.64,65,6.4,69,17.07,1338.5,3090894,2.1,7.3,53.0,4,8,0,0,0,0,0,Blockbuster
17736,Battlefield 14,Battlefield,"Gomez, Moreno and Flores",Haas-Johnson,Indie,3.2,0.5,2004-02-27,2004,RPG,M,Unreal Engine 5,24.99,4.99,67,6.3,61,1.69,47.99,232985,37.4,139.6,34.8,4,8,0,0,0,0,3,Average
17737,Final Fantasy 17,Final Fantasy,Delacruz Group,Lopez and Sons,Indie,1.9,1.95,2022-01-31,2022,RPG,E,Anvil,19.99,6.79,81,8.1,81,2.62,92.89,345466,28.3,145.1,68.5,8,16,0,0,0,0,5,Average
17738,Far Cry 6,Far Cry,Sutton PLC,"Carter, Harrison and Odom",AAA,5.3,259.53,2016-04-24,2016,Sports,E,Anvil,59.99,40.03,74,7.0,76,31.94,2102.39,6561997,1.7,8.2,107.7,16,16,0,0,0,0,9,Blockbuster
17739,Cyberpunk 17,Cyberpunk,Cruz-James,Malone-Gomez,AAA,4.9,343.83,2010-08-20,2010,Action,E10+,Anvil,59.99,44.39,72,7.5,73,29.33,2116.23,6558297,9.9,33.5,91.4,8,8,0,0,0,0,10,Blockbuster
17740,Diablo 12,Diablo,"Richards, Lowery and Jones",Henderson-Stevenson,AAA,3.1,290.84,2025-08-19,2025,Strategy,T,Frostbite,69.99,60.87,91,8.9,95,44.77,3245.79,7248973,18.8,73.8,124.4,16,16,0,1,0,3,3,Legendary
17741,Assassin's Creed 6,Assassin's Creed,Myers Inc,"Armstrong, Frazier and Smith",AA,1.1,30.28,2024-03-16,2024,Action,T,Unreal Engine 5,29.99,4.99,93,9.3,97,16.39,680.73,3528195,10.2,38.9,84.9,16,16,0,0,0,3,13,Blockbuster
17742,Grand Theft Auto 4,Grand Theft Auto,Jordan-Robertson,Jensen-Hunter,Indie,2.1,3.34,1996-04-21,1996,FPS,T,RAGE,9.99,4.99,74,7.3,77,1.75,45.11,355800,5.3,19.1,21.6,4,8,0,0,0,0,3,Average
17743,Battlefield 7,Battlefield,Johnson Group,Martin-Moreno,AA,1.5,9.46,2011-09-03,2011,Action,T,Decima,49.99,35.67,79,8.0,76,5.27,296.15,1039607,13.4,37.1,63.9,8,8,0,0,0,0,8,Hit
17744,The Witcher 13,The Witcher,Hunt and Sons,Li-Parker,AAA,1.4,155.04,2023-02-11,2023,FPS,T,Unreal Engine 4,69.99,65.48,97,9.8,94,52.65,4320.79,10531303,6.5,20.5,122.2,16,16,0,1,1,5,10,Legendary
17745,Elden Ring 9,Elden Ring,Banks Group,Jensen-Humphrey,AAA,3.1,207.19,2008-12-03,2008,RPG,M,Unreal Engine 5,59.99,46.52,84,8.4,83,34.7,2476.62,6264491,29.9,165.3,86.9,8,8,0,0,0,0,4,Blockbuster
17746,Diablo 5,Diablo,"Rosario, Fox and Jones",Finley Inc,Indie,1.1,1.62,1990-02-11,1990,Action,E,RE Engine,24.99,11.41,66,6.9,67,1.22,34.39,262718,9.8,41.9,1.5,4,8,0,0,0,0,7,Average
17747,Elden Ring 3,Elden Ring,Carter-Marsh,Ayala Group,AAA,3.2,308.52,2016-07-16,2016,FPS,E,Godot,59.99,37.79,97,10.0,98,52.48,3687.21,8646512,6.1,21.1,104.6,16,16,0,0,1,5,8,Legendary
17748,Forza 19,Forza,Estrada-Bullock,Sexton LLC,AA,1.0,32.02,2024-01-15,2024,Action,E10+,RE Engine,39.99,17.44,89,9.1,85,8.49,450.63,1309578,14.2,34.8,85.6,16,16,0,0,0,2,6,Hit
17749,Resident Evil 17,Resident Evil,Barker Inc,"Jackson, Williams and Vincent",AAA,4.7,294.06,2009-05-08,2009,Strategy,E10+,Anvil,59.99,46.18,88,8.9,84,42.99,3434.43,7736623,20.0,69.4,90.5,8,8,0,0,0,2,5,Legendary
17750,Final Fantasy 12,Final Fantasy,Moore and Sons,Frazier-Saunders,AAA,4.5,78.59,2010-09-01,2010,Simulation,E10+,Creation Engine,59.99,44.05,84,8.0,79,27.44,1901.58,3807894,8.1,46.7,90.7,8,8,0,0,0,0,0,Blockbuster
17751,Minecraft 14,Minecraft,"Pearson, Rodriguez and Baxter",Newman LLC,Indie,3.4,4.09,2009-06-04,2009,Simulation,M,Anvil,9.99,4.99,73,7.6,75,2.12,51.82,273090,10.9,46.5,34.9,8,8,0,0,0,0,10,Average
17752,Need for Speed 4,Need for Speed,Cox-Bradley,Peters-Griffith,AAA,1.8,199.3,1998-05-23,1998,Strategy,E10+,RE Engine,59.99,47.24,77,7.5,72,26.78,2060.61,5477832,18.7,82.6,69.4,4,8,0,0,0,0,10,Blockbuster
17753,Civilization 13,Civilization,"Rogers, Reynolds and Johnston",Floyd-Ponce,Indie,3.3,3.11,2022-08-26,2022,Racing,T,Decima,24.99,12.45,94,9.8,89,4.57,178.48,776057,3.6,14.2,65.9,8,16,0,0,0,4,8,Average
17754,Final Fantasy 16,Final Fantasy,"Price, Lopez and Lee",Anderson Inc,Indie,3.8,2.92,1994-06-26,1994,Horror,M,Anvil,19.99,10.31,59,5.8,55,0.77,18.08,118208,6.6,15.7,11.3,4,8,0,0,0,0,2,Flop
17755,Assassin's Creed 5,Assassin's Creed,"Mendoza, Young and Ward","Hall, Taylor and Hood",AAA,1.5,215.42,2006-04-09,2006,RPG,M,Unreal Engine 5,59.99,39.66,91,9.3,85,58.84,4560.89,7651263,34.9,140.4,89.3,8,8,0,0,0,3,12,Legendary
17756,Market Odyssey,Indie,Gibbs Ltd,"Cummings, Lindsey and Moreno",AA,1.3,33.1,2008-04-10,2008,Racing,E10+,RAGE,39.99,33.47,74,7.8,76,8.23,383.96,1100279,3.2,11.9,53.9,8,8,0,0,0,0,6,Hit
17757,Assassin's Creed 13,Assassin's Creed,"White, Martinez and Hinton",White-Hickman,AAA,2.3,326.03,1996-09-03,1996,FPS,T,Unity,59.99,44.11,65,6.4,64,20.5,1504.96,4133882,5.2,19.9,70.2,4,8,0,0,0,0,10,Blockbuster
17758,Seat Odyssey,Indie,Peterson Group,Howell Group,AAA,3.1,282.3,1998-04-21,1998,Sandbox,M,Unreal Engine 5,59.99,56.82,80,7.9,74,40.71,2734.15,5111334,20.5,219.3,70.4,4,8,0,0,0,0,8,Legendary
17759,Final Fantasy 3,Final Fantasy,Brooks-Mcclure,"Keller, Smith and Monroe",AA,2.6,32.08,2003-11-23,2003,Racing,E,Godot,29.99,4.99,96,9.3,91,14.76,534.21,2920826,3.8,14.4,42.7,4,8,0,0,1,4,4,Hit
17760,Halo 6,Halo,"Sanchez, Lopez and Simmons",Ramirez Group,AAA,6.6,102.11,1992-10-04,1992,Strategy,T,Decima,59.99,51.19,76,7.3,78,32.11,2193.21,4958561,18.9,72.6,62.9,4,8,0,0,0,0,1,Blockbuster
17761,Grand Theft Auto 11,Grand Theft Auto,"Anderson, Davis and Ferguson",Howell PLC,Indie,2.3,1.49,2009-08-15,2009,RPG,E10+,Godot,14.99,4.99,58,5.9,56,1.23,35.09,225679,30.5,137.9,44.8,8,8,0,0,0,0,10,Average
17762,Cyberpunk 15,Cyberpunk,"Gregory, Moon and Nunez","Duran, Zavala and Anderson",AAA,1.8,218.7,2026-12-03,2026,Sandbox,M,RAGE,69.99,64.66,76,7.8,80,31.56,2430.1,4969714,20.7,220.7,126.0,16,16,0,1,0,0,9,Blockbuster
17763,Cyberpunk 14,Cyberpunk,"Everett, Ross and Ramirez","Rhodes, Brennan and Pace",AA,1.7,11.39,2015-06-28,2015,Strategy,T,Anvil,39.99,23.49,97,9.7,99,16.42,787.94,2822126,17.1,63.2,68.6,8,8,0,0,1,5,7,Blockbuster
17764,Battlefield 3,Battlefield,Hall Group,Vega-Martinez,Indie,2.4,4.89,2013-03-26,2013,Strategy,T,Godot,19.99,11.22,66,7.0,69,1.42,33.07,268377,17.2,73.1,50.5,8,8,0,0,0,0,7,Average
17765,Battlefield 13,Battlefield,Perry-Wilkinson,"Church, Parker and Stone",Indie,2.3,2.69,2017-02-12,2017,Racing,M,Unity,9.99,4.99,82,8.0,79,2.85,59.76,601422,3.9,13.0,50.9,8,8,0,0,0,0,0,Average
17766,Civilization 9,Civilization,Rose-Wade,"Mendez, Thompson and Barber",AA,1.7,31.89,1994-11-23,1994,Horror,T,Anvil,29.99,25.66,65,6.7,65,4.01,142.87,832240,4.8,17.9,24.8,4,8,0,0,0,0,9,Average
17767,Battlefield 20,Battlefield,"Fisher, Smith and Morris",Tate-Parker,AAA,2.3,93.46,2004-10-03,2004,RPG,E10+,Frostbite,59.99,42.42,82,8.1,77,44.69,3076.66,8393795,31.6,164.2,87.7,4,8,0,0,0,0,3,Legendary
17768,Battlefield 14,Battlefield,Castillo-Nguyen,Bray-Stephens,AAA,2.1,304.15,2018-08-29,2018,Sandbox,T,Godot,59.99,37.2,88,9.1,92,50.02,3764.73,10624126,23.7,236.5,107.3,16,16,0,0,0,2,5,Legendary
17769,Stardew Valley 3,Stardew Valley,"Gonzalez, Spencer and Casey","Knight, Hayden and Lopez",AAA,5.4,288.82,2023-03-08,2023,Simulation,E10+,RAGE,69.99,48.38,79,7.6,75,33.96,2562.72,6560615,11.9,46.3,111.5,16,16,1,1,0,0,7,Blockbuster
17770,Call of Duty 7,Call of Duty,"Ponce, Montgomery and Gordon","Schmidt, Newman and Brown",Indie,1.3,2.66,2009-12-06,2009,Action,M,RAGE,14.99,8.8,73,7.0,74,1.79,37.33,289007,10.2,39.0,40.1,8,8,0,0,0,0,8,Average
17771,The Witcher 20,The Witcher,Williams LLC,Bentley-Blackburn,AAA,5.2,132.57,1993-06-18,1993,Racing,E,Creation Engine,59.99,31.1,89,9.1,89,32.65,2534.28,6392291,3.4,14.3,67.9,4,8,0,0,0,2,6,Blockbuster
17772,Final Fantasy 8,Final Fantasy,"Singh, Neal and Moore","White, Henry and Lewis",AA,1.6,30.54,1993-06-13,1993,Sports,M,Decima,29.99,25.25,70,7.1,68,6.89,250.77,1295596,2.4,8.1,25.1,4,8,0,0,0,0,10,Hit
17773,Hades 8,Hades,Nolan LLC,Stewart LLC,Indie,1.3,3.41,2006-06-17,2006,Sandbox,M,Unreal Engine 4,9.99,4.99,68,6.5,66,1.44,19.23,256523,19.5,199.0,30.5,8,8,0,0,0,0,1,Average
17774,Halo 19,Halo,Edwards-Payne,Williamson-Cook,Indie,2.6,3.18,2017-01-12,2017,Horror,E,Unreal Engine 4,14.99,7.81,72,7.6,75,1.44,25.67,305215,6.0,17.7,55.7,8,8,0,0,0,0,9,Average
17775,The Witcher 18,The Witcher,Jimenez-Harris,Lee Ltd,AAA,6.3,88.39,2006-08-01,2006,RPG,T,RAGE,59.99,47.34,89,9.3,93,53.9,4256.84,12022013,33.1,154.6,83.4,8,8,0,0,0,2,6,Legendary
